"","insee","ech","mois","tH2_obs","capeinsSOL0","ciwcH20","clwcH20","ffH10","flir1SOL0","fllat1SOL0","flsen1SOL0","flvis1SOL0","hcoulimSOL0","huH2","iwcSOL0","nbSOL0_HMoy","nH20","ntSOL0_HMoy","pMER0","rr1SOL0","rrH20","tH2","tH2_VGrad_2.100","tH2_XGrad","tH2_YGrad","tpwHPA850","ux1H10","vapcSOL0","vx1H10"
"696","Bordeaux_Mérignac","17","avril",17.0337208592614,89.2950304962484,0,9.69327224399644e-10,4.25862626258682,-339515.353385876,-436863.570206708,-230787.355703866,878263.771275267,994.23043047286,54.6799354035127,0,1.72452413525395,0,4.30550481920724,1015.71055421052,0.168141674890165,0.00503807287749919,17.0100979428226,-1.82936150758343,-0.000781586323271174,-0.000686657499239439,9.16842188500005,2.92819248317057,15.6871789127823,-1.86109178149084
"697","Rennes","17","avril",14.5720929600472,78.2246911082007,0,1.32832999447269e-08,4.18781907718082,-285812.987240829,-449033.092605964,-162200.967957835,824496.509487738,963.308042388584,63.8964602130874,0,2.65700659988302,0.00146305421251354,4.59821662114224,1015.93754429437,0.113910661595687,0.00546066086416974,14.3277580325338,-1.16629400212828,0.00209916829246184,0.00121774414322858,7.90517276703468,1.00811761576433,14.8944944870169,-0.538438007928175
"698","Lille_Lesquin","17","avril",13.596511613491,77.286457440368,0,4.90353929660815e-09,4.85651577152402,-308688.929921829,-444893.499172253,-66765.7034769869,741294.883660434,965.506803630763,63.1172601030101,0,1.5310726803331,0.000308641402788922,4.55767111607037,1015.88632853181,0.0512528370300522,0.00376374165878411,13.3197689598002,-1.04733953502464,0.00104928393140447,0.00223075944322511,7.05046462402453,2.24750334886003,14.12856301287,-1.39573059127306
"699","Strasbourg_Entzheim","17","avril",15.1360464983208,91.3994728187288,0,0,3.63323558371834,-310614.987560318,-306221.81882481,-71456.0528796911,575810.994683377,955.342999728499,56.5065881254644,0,1.49093117737683,0,4.90914625912734,1015.27341126911,0.157267377698894,0.00253858570150932,15.1876875855647,-0.783048371432711,0.00146771119759702,-0.000705327840393053,9.00106302044907,1.10025063712182,15.0517583901785,-1.91110565479001
"700","Paris_Montsouris","17","avril",15.2325581284456,105.160849815678,0,0,3.35822986059769,-357318.235525919,-152896.525033138,-491200.126184176,759429.673661397,1292.50200493161,49.8860285714747,0,1.99133459824762,0,5.00644468883782,1015.59389514269,0.125637503250187,0.0114513757954546,15.9808123914641,-1.8834881649328,-0.00106013320662635,0.0013571489144919,8.33878678797401,1.0261364349087,15.0246738221093,-0.74898083388553
"701","Nice","17","mai",18.9241935668453,100.784208302565,0,1.91669368416897e-06,4.46267354769105,-318003.649198102,-180995.311137622,-92774.1386097018,949994.158667401,402.664921790226,71.1044897785785,0,0.630685646632093,0.121366911009936,4.19796483780045,1012.36287199979,0.00424311004467048,0.000225859668997479,18.0276330917842,-0.291363826311567,-0.00133910808927287,0.00722398712266563,12.6767872424912,-1.72549954438874,20.2833292979904,2.25092472284669
"702","Toulouse_Blagnac","17","mai",18.3274193117695,168.11582858241,0,0,5.16661424403519,-359620.943361004,-397549.980517297,-372414.652892645,977709.073886784,1247.00188637459,53.2871240432748,0,1.75504561310555,0,4.62271217594307,1014.87142298121,0.112082173929212,0.00129335865506754,19.8135470442088,-2.18904354745759,0.00107820005671003,-0.000546163204116698,12.134685351137,2.30540974504536,19.825446949869,-1.37230661607667
"703","Bordeaux_Mérignac","17","mai",18.7129032688756,143.335009068043,0,0,4.76033381244475,-339598.256055636,-506170.455318099,-320826.449012098,1077220.65560584,1081.29872199875,55.3738295450729,0,1.51760639107637,0,4.70958504497036,1015.29496095376,0.135767664253624,0.000250098038463306,19.1416327533736,-2.0924531674321,-0.00126109625524174,-0.000766651683380943,10.8658274217719,4.12791595935963,18.7232906131234,-1.53627278311365
"704","Rennes","17","mai",17.0709677050191,149.129009956493,0,1.0299851871096e-08,4.25505825000055,-279019.976199281,-570913.096296125,-186525.964645792,966685.101592951,959.902029643413,65.1173932301322,0,2.50652636603315,0.000978544503244756,5.19056401345603,1014.48131141219,0.56221844648839,0.00594388104721444,17.0282079893189,-1.29772664298727,0.00212933501916212,0.00132478628618726,10.4887374403649,2.37100081855395,19.1741239879985,-0.137872772363525
"705","Lille_Lesquin","17","mai",16.738709649732,137.885210990618,0,8.49846129882452e-09,4.74228514041808,-253710.641237634,-546388.303522651,-67022.3654611297,799737.364018606,950.820752856546,65.7829100304407,0,2.47089664064893,0,5.430597957422,1013.87825138755,0.482230362544687,0.00491026380656984,16.4824836754315,-1.12541676476851,0.000746617476083504,0.0028615968214176,10.355335394663,1.30154174489491,19.0825535010615,-0.918896552901036
"706","Strasbourg_Entzheim","17","mai",18.3064516744306,159.114711017536,0,9.93945223617353e-09,3.50013491910624,-285005.163662327,-471911.379662142,-71779.3695848561,755227.493284225,940.952389330971,61.853811043316,0,1.42564045818498,0,4.84203687837348,1013.60502504324,0.404208506502341,0.0144587789918518,17.9832034651746,-1.00926821943665,0.00165482240116299,-0.000885881486319414,11.8832112657765,0.798606472835263,19.8842126494931,-1.34367968529348
"707","Paris_Montsouris","17","mai",17.6645160336648,138.462865521326,0,0,3.67155585543636,-327927.11333741,-207533.035809754,-527594.418988821,895516.393072076,1271.34532183858,55.0984199215367,0,2.42756812776167,0,5.06716021761271,1013.83869572235,0.390638494830415,0.0117683927846002,18.3381321982795,-1.98274974991781,-0.00100123265643682,0.00136599720488956,11.1637280774178,1.69712936516735,19.7559475671122,-0.982952574040009
"708","Nice","17","juin",23.5999998728434,371.660958157313,0,2.1049296851809e-09,3.70882455109163,-289735.618885392,-195516.212419652,-116725.497959352,1030695.68129701,289.735669724342,70.2826297453572,0,0.226828214205003,0.000417246158864243,3.97797365186469,1013.54811614856,0.0515786606012879,0.00218737156154971,22.7963716068593,-0.0428486509114441,-0.00186244547316702,0.00970497158675201,16.5070206339904,0.612943933217754,27.9116488212839,1.37765883441372
"709","Toulouse_Blagnac","17","juin",25.6400000890096,422.579735731455,0,0,4.23608447460829,-414743.277394782,-449654.616000567,-505147.965838719,1154892.90694206,1468.65067483801,42.0368652713465,0,0.46431039290758,0,4.31855146799519,1014.47208587098,0.319558508087397,0.00157961465757882,26.8079862249118,-2.05548007562184,-0.000127604866776651,2.33995921023066e-05,16.2192623622402,0.67237321885712,25.9232162608624,-1.13186621239935
"710","Bordeaux_Mérignac","17","juin",24.7433332443237,244.752509650854,0,0,4.96772928333086,-400629.820127474,-551535.375513663,-514682.732988829,1368591.26801214,1537.7249794521,43.5248974838914,0,0.375171094402886,0,2.7926096543627,1015.4396201568,0.00136725068758601,0.00148245054530064,25.7777495559203,-2.28792072197452,0.00082934483379144,-0.000404958786597942,15.3003114611693,1.49986659873457,25.0472564174534,-5.16007470882851
"711","Rennes","17","juin",21.3833333333333,101.441712656077,0,0,4.39712061174943,-333661.833634526,-648853.656357222,-312683.734716975,1248750.38221568,1213.04954149435,52.8770699407141,0,0.819545087791885,0,3.72805992825158,1017.38432373204,0.0654239141102968,0.00081676260297508,21.7309595641157,-1.58813999152749,0.00249697834700783,0.000421430112554363,12.7947630628969,0.393999796474787,21.2836009293595,-3.49740228083136
"712","Lille_Lesquin","17","juin",19.8233334541321,127.337911323694,0,0,4.19250942997624,-289419.88919858,-672918.523638619,-138227.580694438,1019384.75631615,969.231588003286,63.6887925025687,0,1.53711805877921,0,4.14609278743763,1017.79359648818,0.669245621784856,0.000413866714564904,19.3399532631579,-1.27496397113194,0.000498685981418891,0.00276423023421208,12.2574388052229,0.460752445668505,20.8457830392107,-2.67091728686849
"713","Strasbourg_Entzheim","17","juin",24.4900001525879,212.971284557587,0,0,3.9475918404919,-404129.704104616,-338005.93738492,-363216.907224026,1019838.25185814,1370.33051523891,39.633180529075,0,0.212108786677924,0,3.37822449981966,1015.0847994558,0.365751943001425,0.00398526699978443,24.7475999128013,-1.67587048073549,0.00115882925154179,-0.00167777742686985,14.493776915722,0.250067513295915,21.5033680433058,-4.6758176277052
"714","Paris_Montsouris","17","juin",21.9800000508626,177.29276331089,0,0,3.4116054782573,-442189.771504837,-233368.085963399,-792922.025069355,1252461.19328992,1389.55403864997,45.5207359317026,0,0.958951911196065,0,3.11785658203189,1016.84919297284,0.0154276123658558,0.00016185667298489,22.9792112611558,-2.33687230669538,-0.00235669956068206,0.000590193963909979,13.4343126301984,0.35170062116708,21.7704399020052,-3.32153245392642
"715","Nice","17","juillet",24.1483870475523,334.696448800971,0,0,2.86730889725606,-293712.309154567,-197486.014365966,-119659.941838456,1092908.28863305,188.319351917144,72.7703820241542,0,0.106039306970572,0,3.55422852118149,1011.26374454799,0.0254247865138874,3.95948397724881e-06,23.7222285118523,-1.04671548216811,-0.00111552224251784,0.00777419013796714,17.4207216506495,-2.68558534440018,31.6140819055112,1.16340778582085
"716","Toulouse_Blagnac","17","juillet",24.0677419477894,263.536759946368,0,0,4.82741395476661,-309999.923451602,-472534.09261407,-377982.973340487,993333.022381183,1136.69350843945,58.0366057576582,0,1.47696726589145,0,4.26036310720571,1015.10675320809,0.378301928847767,0.0218774535888876,24.8396779746166,-1.90524263026621,0.000392137324743578,-0.000978794651183566,16.8474031386958,3.82091492765542,29.7995454047877,-2.45160959918822
"717","Bordeaux_Mérignac","17","juillet",24.6290321965371,224.821220091135,0,3.55496765899939e-09,4.84405133212376,-355277.181860751,-655726.052952725,-414577.141984029,1320873.93502695,1073.6945715515,52.9779525926995,0,1.05081935234842,0.000115804260122943,2.45784691674989,1015.49795173281,0.0939661188691278,0.00184301728754864,25.0851545082337,-2.01658313152257,0.00086479927566521,0.000172469948841147,15.4558312572061,3.8910593283519,27.1900953605025,-4.0279498485615
"718","Rennes","17","juillet",23.5419355207874,196.037521913074,0,0,4.41619886825253,-309241.506359673,-639377.199436512,-305743.716398327,1193411.59920962,1062.84741812249,56.6980441750278,0,1.56774705337706,0,4.02432333388578,1015.50035045596,0.607742713708673,0.00140758930138427,23.2605568507448,-1.50884718217094,0.00285919157584418,0.000346749681389342,15.0607486757296,2.29449294757967,27.3319614609895,-3.63431178492958
"719","Lille_Lesquin","17","juillet",22.2387096958776,211.558147931691,0,0,4.12109903689081,-250192.341084351,-645102.708925095,-100386.525610466,961044.754528803,866.222959085632,65.4933109008062,0,2.16187051913053,0,4.99627112411276,1014.09492022113,0.123556685996879,0.000623121156506995,22.0070442969409,-1.25484788981491,0.000691838057685835,0.00246676725322541,15.0394485125807,2.39383429886191,28.4829472665629,-3.17717953329096
"720","Strasbourg_Entzheim","17","juillet",23.8580644669071,444.439128730185,0,0,2.72744347012264,-257800.270954934,-553096.64959507,-62114.5547822582,842082.145169289,786.284444701622,64.94724065445,0,1.30467866424043,0,4.95605753463736,1012.75272396155,0.0458755934641013,0.000391104063751324,23.8668068244488,-1.06142333059832,0.0002890347285763,-5.99609985903235e-05,16.6788388036073,0.816249028014618,29.7913661263545,-0.495214260962047
"721","Paris_Montsouris","17","juillet",24.0483870352468,255.888792842261,0,0,3.48055092232451,-326943.505129109,-257508.723380428,-616968.063947197,914398.479214314,1179.15829865458,54.7853956798285,0,2.31392422568311,0,5.16615767909505,1014.03364265991,0.324773198133055,0.0165639738414916,24.3768114590079,-2.03279159981163,-0.00135086703498886,0.00102092250255155,16.4449748929405,1.95618875814311,30.3747873833186,-2.7524509367466
"722","Nice","17","août",25.9794871501434,287.047217585149,0,0,3.39750203166123,-311236.054884088,-219083.631816361,-106315.284394002,920573.517309408,162.47761337713,70.8134794232373,0,0.19716452090312,0,1.85334975594757,1013.10164231347,0.022141223734043,0,25.139852016971,-0.383083544752769,-0.000759483703726772,0.00719421664442448,17.8145685335562,-0.883192687854009,31.0460161688739,2.59664584902806
"723","Toulouse_Blagnac","17","août",26.0256409278283,290.639768954863,0,0,4.11223956369097,-382271.401613604,-268756.202820157,-450387.522205106,907263.922079051,941.393447956074,49.1383107707428,0,1.25003868957622,0,3.88347321217097,1014.57509413195,0.0767431163955165,0.0115580481729611,27.7151462151972,-2.76579781748533,0.0011044506384081,-0.000988046583596678,17.1608726202949,0.576956855550046,30.259394285321,-1.29112165686977
"724","Bordeaux_Mérignac","17","août",25.6769229204227,226.422955267083,0,0,3.85152275420644,-370472.823094807,-452560.766139333,-369141.936700403,1044530.21688912,1006.62716629934,49.1593031266505,0,0.926920580409744,0,3.56068274648049,1014.73378941845,0.17271247424133,0.00832372875372851,26.5987159852294,-2.50145634820955,-0.00283930558955495,-0.00167163098162447,16.3570350243018,3.83697846624353,29.0019890634401,-2.13667637587477
"725","Rennes","17","août",22.841025743729,164.297319804505,0,6.78676493565421e-11,3.83535595036543,-283313.821231518,-440854.859025375,-284676.469420163,899975.065248201,1061.94032558024,59.7060017166233,0,2.54233761576005,5.55971783528792e-07,5.45093673823045,1014.01739651739,0.129680332119225,0.0140721300134991,22.5597707866552,-1.45430750723241,0.00282747213545608,0.00130350967476482,15.086783245984,4.2083350104287,28.2566597367191,0.170461934106894
"726","Lille_Lesquin","17","août",22.4871795360859,183.228993547013,0,0,4.2224099274869,-270151.500787277,-513155.795794023,-76886.7298818729,835322.654226291,919.506173251785,61.462756891183,0,1.73292783008213,0,5.32950212675614,1013.64820837637,0.0376013854416701,0.000268066028527034,22.4557872013235,-1.17346906893904,0.00130883214354649,0.00315006456523375,15.0854895110927,1.83164566816348,27.9763630898512,0.908623381821571
"727","Strasbourg_Entzheim","17","août",25.8128205812894,269.661018687275,0,0,3.22435918713747,-291257.006989946,-366881.754665467,-128889.075942119,698621.840543503,781.022858268011,55.9696776154878,0,0.731878424804452,0,4.92971305366215,1013.88404791755,0.0124167935755393,0.000107253899619185,25.7182683051444,-1.27001394186798,0.00216606222813059,0.000118587702186269,17.1445725282151,1.21284214211186,30.2828820382591,1.06895899244895
"728","Paris_Montsouris","17","août",24.8025641074547,196.190767710931,0,0,3.11134958859394,-366580.506169351,-160604.755413352,-574505.439718301,797471.029765978,1390.30028747218,45.8815869431051,0,1.47554393057252,0,5.59504888266739,1013.44556689955,0.237542796958777,0.0054567285837727,25.7167493441721,-2.12974289834129,-0.000732976203638266,0.0011839634094893,16.1219639379117,2.24357906473248,28.946627961761,2.13090991288971
"729","Nice","17","septembre",23.1200001080831,200.994015437318,0,0,3.93715155589933,-307640.680915126,-292019.230694671,-40043.5176888326,429179.844226622,361.902302737845,66.4013085496699,0,0.57273394772116,0,3.22091716912067,1014.00283125227,0.0127289526704169,0,23.1101573699079,-0.995254027517312,-0.000430308157498821,0.00187597472815141,15.3863609497579,-1.62578454695893,26.585170674233,2.51766801248243
"730","Toulouse_Blagnac","17","septembre",23.1166666030884,177.091185273288,0,0,3.8832175543667,-375166.295116938,-196656.169351074,-276022.326617638,584250.510146507,905.490022107742,49.7920704602917,0,0.610405829389606,0,3.64136670864602,1015.51153097007,0.127695132163601,0.0111395883372499,23.5836369261782,-1.94818200700008,0.000919382814739518,-0.00086749777458068,14.3228546307635,1.19319306448434,23.725377771232,-1.77736768507041
"731","Bordeaux_Mérignac","17","septembre",22.7333333651225,112.290589417676,0,0,3.69259883586611,-358779.261043324,-233789.959158274,-221193.305818162,641104.19983657,1080.05615020087,47.4541290222822,0,1.23765178594178,0,3.52321874694884,1015.56852141068,0.0376801387683078,0.000613467888949922,23.5305046931849,-1.69993000050507,-0.000691449435347154,-0.00112350703560092,13.8203313700181,0.623372353427813,22.5760702140721,-2.14200035251965
"732","Rennes","17","septembre",20.0383333206177,82.6849591072898,0,0,3.69890198888491,-296106.872850674,-307646.387268923,-117121.741366252,592794.038199542,1020.63358715964,58.4989767999956,0,1.92856060275196,0,4.13849879254189,1016.73339606292,0.137967093276016,0.00355271670728658,20.3035682418735,-1.02897787139252,0.00174928494219474,0.00112695901849637,12.6405174742184,-0.829181265580263,21.8455727294287,-1.14802344330343
"733","Lille_Lesquin","17","septembre",17.7333333015442,65.0829326820366,0,0,4.18868212267198,-253210.718468065,-263384.028645295,3966.00266037652,424879.910509398,748.285251402009,68.9564355951771,0,2.04625698053446,0,4.01437656597082,1017.55041297473,0.137854545045649,0.00154006979667987,17.8240138361245,-0.764334900227277,0.000245922635761669,0.00259367431527963,11.7648499371712,-0.559037953119428,21.1180083328191,-1.73726761855357
"734","Strasbourg_Entzheim","17","septembre",18.6466668287913,124.319865708662,0,0,3.20262138543187,-268065.216276186,-219498.184022457,2992.22243168837,346681.253708522,696.73441563352,65.7421771697017,0,1.33353097976297,0,3.79045635643723,1017.13376585021,0.246150458485259,0.00262787170465978,18.9001617708732,-0.455310763046469,0.00167586772498446,-0.000564385646017786,13.3651978155021,0.153768163024397,22.7225036056644,-2.47737515561871
"735","Paris_Montsouris","17","septembre",19.434999926885,89.2851787765625,0,0,3.14323356139371,-359748.950550288,-90731.9025413639,-395230.936485006,530282.94647312,1176.39880157471,51.4627809517763,0,1.25119850524666,0,3.57568968138685,1016.98685989667,0.0197459508728195,2.32773451925682e-06,20.8166104871298,-1.66304149242703,-0.000356453939034994,0.00167022040380315,12.6651687254145,-0.161391684287891,21.7243441365027,-1.26471668804505
"736","Nice","17","octobre",19.2266666412353,159.745881292659,0,4.22735836447233e-08,3.63064524556419,-266265.721454389,-211943.511768633,-19968.7422036271,99011.3909732392,488.068091711103,70.8400282525985,0,1.70346402363779,0.00581461588541636,4.58694959030468,1014.54979942828,0.326772964482127,0.0122322047073869,19.8830470409335,-1.05503210949842,0.000265102125094923,-0.00138147811340701,13.7398383235811,-1.81602017160231,25.2252822333303,1.05204956465492
"737","Toulouse_Blagnac","17","octobre",18.2955554962158,62.2179199617791,0,0,3.53031826947316,-317624.657310979,-92622.9019051186,-83026.9541421391,238699.454445058,666.300289203131,57.2391940490568,0,0.747115356482349,0,4.26837432725166,1014.63989872962,0.00202158058688787,9.64289296552673e-05,19.2105255440148,-1.09927114760149,0.00151752916598411,-0.000803280480798472,12.7416413489447,-0.429187601308032,21.7921735702646,-1.68272778302991
"738","Bordeaux_Mérignac","17","octobre",17.3422221289741,44.5228843514107,0,0,3.5510641845419,-275612.721757072,-129815.292608445,-21283.952297011,257192.360003004,697.373880531786,61.9417809807641,0,0.95073126118275,0,4.09976423185778,1014.6624956152,0.0194483485037567,0.00408711980674932,18.2023372068805,-0.810258597467869,0.000538261454399033,-0.000706785094846193,12.1509529143619,0.129829587206134,21.5292278079011,-1.05027722769993
"739","Rennes","17","octobre",14.8733334011502,20.9798655303778,0,3.61523940682929e-08,3.35284850955102,-216596.08419506,-128509.566116639,5498.62425710831,206326.634118357,706.010721933168,70.19779486333,0,2.93515238138415,0.00442299236675322,5.11422013622866,1014.83298497393,0.091917303028023,0.00427910973244589,15.4949944954528,-0.517133888997386,0.0016706125488845,0.00112753926675186,10.9230683158107,-0.0035941956182823,19.2865116948014,-0.0103713902309028
"740","Lille_Lesquin","17","octobre",13.1777777459886,13.8246111685705,0,0,4.03364950909228,-199969.905008866,-101192.424923167,70167.4580126544,102441.353400195,497.655536904871,77.0188006792855,0,2.76737331029083,0,5.09858500638028,1015.64276288789,0.112191814929201,0.00221723537560112,13.5032464439182,0.0862061974656261,-8.21195878635505e-05,0.0027828562229699,10.1829808855122,-0.192030848523228,19.305059013845,1.12034398726052
"741","Strasbourg_Entzheim","17","octobre",13.4222222963969,41.5958894056823,0,0,2.46419322078236,-217386.810684799,-45923.1534518344,24209.2071612879,63765.7465215897,297.761218781416,75.7688541704944,0,1.79957753898586,0,4.84080607341217,1016.6406645948,0.199458508337557,0.00223896423587396,14.1119523779425,0.366635301719506,0.00318725454923579,-0.000359234110481281,11.4333674340322,-0.340037570816981,20.1729169133365,-1.33525766481521
"742","Paris_Montsouris","17","octobre",14.582222281562,24.805997418532,0,0,2.96824486177844,-255688.568952501,-45397.3256898414,-144190.765217864,137325.779237288,897.033607047204,63.9057278314204,0,2.61800501842339,0,5.45522971241193,1015.49539406454,0.0914937482469971,0.00344392240727137,16.1126793194587,-1.18398037822885,0.00074197288848021,0.00238384269859076,10.7853540491168,0.201758120755725,20.345040215918,0.288708329865751
"743","Nice","17","novembre",15.0366666316986,82.6565550666896,0,1.68938854551818e-06,3.98135051127034,-277676.177111694,-224068.278563652,-12837.2105945323,1593.93184858448,601.34902473667,70.2018716079033,0,2.24575310463792,0.140518922075474,4.73918471440273,1015.51851484334,0.0978772847531488,0.00472212374586531,16.635149970466,-0.95829167104117,0.000572064128622758,-0.00327053496779988,11.0213470039991,-2.59426856790804,18.7828991319351,0.670117370546708
"744","Toulouse_Blagnac","17","novembre",13.5283333063126,23.1133616773674,0,0,3.67490143023269,-250575.252295127,-29184.539414006,25482.2109933089,24713.1023467695,406.597987528084,73.7458890212257,0,1.37399948946065,0,4.43425750035606,1016.83401712948,0.118011286727805,0.00409377407526784,13.8358788552807,-0.240310725619063,0.00199605901998079,-0.000936604571579828,10.6884120919421,-0.806442282861598,17.9772338216204,0.643598463701758
"745","Bordeaux_Mérignac","17","novembre",13.8733332951864,44.6819805745098,0,1.91042062891882e-08,3.11319110631941,-209514.43349556,-47162.9996187706,62765.4005180179,32944.2196984604,410.301175614852,78.2984321165151,0,2.3034944056601,0.00279437870662355,5.58012932101691,1016.07518086722,0.0494620231840179,0.00128621034320239,14.0922160348719,0.0158534476247874,0.00217596725096639,-3.46724811245042e-06,10.6110697405007,0.734025551426639,19.5166431872427,1.49861808034907
"746","Rennes","17","novembre",12.0166666825612,22.3338174094144,0,1.65408003998294e-06,4.02966713796461,-140150.340666098,-69697.563890201,78796.2904915318,16721.0629849335,573.553267764156,84.3510486832494,0,4.61394301556738,0.120533398665727,6.84995415737467,1014.04256963334,0.107202338271867,0.00495420413065477,12.0109352409018,-0.211948931770424,0.000937292367645164,0.000952516695619848,9.98638934392523,1.84407020254254,18.7553048580437,3.16630168053351
"747","Lille_Lesquin","17","novembre",10.3000000357628,13.5320604662698,0,2.66640009626201e-06,4.80752005812518,-132382.997653268,-38494.3805620481,94620.007045546,1013.38204028292,551.131796041216,86.5444100018355,0,4.34375168837695,0.185773275599965,6.3812014189674,1013.25352460777,0.0821108318052561,0.00386753857780445,10.1203688413015,0.246512281239449,-0.000634041381757007,0.00166673408934205,9.18826862917824,2.09035571859561,17.984816235663,4.40041322047474
"748","Strasbourg_Entzheim","17","novembre",8.82333335081736,4.37180346889147,0,1.97724258541959e-07,2.56407733046441,-159195.234563796,-12005.0574790322,36412.2851887072,74.5939604992662,352.489135051189,85.6435798863594,0.000789441587403508,3.40739215189739,0.0338303314662277,6.42148519661741,1016.75159680319,0.060285122376111,0.00593723684110734,9.18400529478922,0.5807035192105,0.00186688299260107,-0.000305089437856144,9.42281383796219,0.860449607749504,16.6487524837614,0.859971403997031
"749","Paris_Montsouris","17","novembre",11.7449999888738,17.3668516667802,0,4.33066817828132e-08,3.33796842622851,-177356.173786685,-32646.5955189969,-27954.6538957723,3927.40123847994,658.322893334015,76.2035232318377,0,3.94132681945468,0.00586787707821191,6.72149326131638,1014.65052217554,0.109756110193188,0.00321008605385108,12.3555252941705,-1.01795661396265,0.000677845415599232,0.00262650830610208,9.59375888229273,1.69056653628409,18.1755204042956,3.25256955802735
"750","Nice","17","décembre",11.8870967741935,26.0766306181319,0,0,2.95203331262829,-308876.096207552,-170836.817033675,-23707.0375583686,29.6297671220178,506.893992253095,68.6854612558365,0,2.08017971287149,0,3.91480589591186,1023.35810153656,0.00353809709546225,0.000516470603865383,14.1391670908234,-1.00644387048497,0.00124993280932984,-0.00437085064816481,8.54489605874414,-0.0501253103942984,15.6321799859822,1.04624779125632
"751","Toulouse_Blagnac","17","décembre",9.31935480597519,5.31055017393674,0,8.95135075918103e-08,3.58510747507733,-222062.176568021,-20653.8612693681,48570.9646672571,6549.07585671905,356.427303895669,80.2283676303521,0.0121598466776637,2.40574707670115,0.0128650913185473,4.92083213424551,1026.51757674248,0.0355925939752366,0.0017378458940449,9.39097331738893,-0.155453687150911,0.00218856441910847,-0.000928381280672218,7.42665332289334,0.15340173713203,13.2723931566176,0.66665740005857
"752","Bordeaux_Mérignac","17","décembre",9.75081970066321,4.43511024330124,0,5.40206759526428e-08,2.67676227244687,-222926.684111642,-10668.7815874335,46853.9444798975,10705.0313370423,240.372545540842,82.6012099368367,0,2.03443725287162,0.00769140730419432,4.57446613690282,1025.91226466178,0.00878495770881471,0.00124823651161978,9.43860912147911,0.598434763241083,0.0027301253028374,-1.90414869566662e-05,7.43068274933346,-0.826970016878161,13.8383684213569,0.508658801489396
"753","Rennes","17","décembre",9.13709679149812,8.15471477313011,9.05240613651665e-11,2.28359501849298e-06,3.95461488040611,-136171.687256794,-53330.0358781828,85909.6345261764,1996.96600131739,553.147494949545,85.855670946059,0.00403225806451613,4.49888558991948,0.147906410885673,6.15197304690496,1023.73518294371,0.143782690607313,0.00623073988941911,8.93663825759108,-0.0725601063826597,0.0010464721511941,0.000727444818489289,7.32475496552545,2.32214882459497,14.7393721746596,3.08244764794685
"754","Lille_Lesquin","17","décembre",7.62419352416069,7.08863258024254,0,1.82626064279403e-07,5.70306876261801,-135168.952464096,-40545.5341643534,115562.542315677,35.8883559120131,545.277797935135,87.8977316672086,0.00403225806451613,4.52353335557535,0.0365123967066356,6.59727615076294,1021.75201900697,0.0838718008230555,0.00326349378662858,7.11428576674932,-0.05186111603641,-0.000584161468153046,0.00111934830204948,6.38472428014669,3.56577819747628,13.3743409154984,4.23951258589841
"755","Strasbourg_Entzheim","17","décembre",6.33225806514102,1.99956717948532,4.26323440917917e-08,9.69746783651355e-07,2.70688731763585,-153284.286692604,-13155.6418401813,48926.9092437686,23.2490452018473,395.192974152853,88.6958765467101,0.578953691142341,3.52518098367996,0.157328883407547,5.92377381560314,1024.97457721414,0.0436913757837007,0.0019503536539696,5.75404563117216,0.93084611379134,0.00173052117157056,-0.000730137690615385,6.94809342871404,0.95117966531866,13.8294732166363,2.34103175463148
"756","Paris_Montsouris","17","décembre",8.51129034449977,9.07886295269531,0,4.68188561522883e-08,3.49013029000087,-145600.816672674,-22041.9888306624,-22855.3543218368,27.5749630220759,565.662604044562,80.0262709488333,0.00201612903225806,4.57098586614417,0.00908442922923002,6.44619652538458,1023.90794268726,0.0631306516075985,0.00340049849238635,8.43835382314639,-1.02900889052584,0.000839418947612436,0.00272481656877822,6.86387969146889,2.74966478448041,13.642237178541,3.14074492248841
"757","Nice","18","janvier",10.4302631679334,39.6490507807075,0,1.24342690748902e-11,3.48837002138048,-272498.051381376,-151441.020780212,-14161.0220609035,14.6579852341748,549.919798534732,70.9803102656962,0,2.38910682525752,1.26427990883223e-06,4.59655611935873,1015.8943805829,0.170467198237854,0.00597516422737229,12.3653763912945,-0.815383494837601,0.00137854323129732,-0.00516653949725039,8.0948344044984,-0.583747486777687,14.4154147029721,0.650874653745937
"758","Toulouse_Blagnac","18","janvier",8.78026315569877,11.9077979692993,0,1.08619908831035e-08,3.84691810086109,-169067.426093095,-22478.44574884,50882.3162981626,21.1691055617855,453.422148768347,82.8041012294261,0.00809260230964453,3.30315964348813,0.00118102423596566,5.96052474183246,1018.9031392297,0.217422851690741,0.00603607023793326,8.73325641725127,-0.121647330753635,0.00184538118055207,-0.000741650029663981,7.94274172160466,1.76459941972613,14.8620569905352,1.39553102132891
"759","Bordeaux_Mérignac","18","janvier",9.47500000815643,26.5918100753219,0,5.63692194064199e-07,3.56433936618863,-149958.115653511,-24999.8784125376,80240.2149755877,27.9754261341897,503.491945871548,87.0734118306906,0,3.92866062785062,0.0805156803720462,6.47237983560606,1017.31064319295,0.221542809895522,0.00923382825976665,9.29458651131786,0.348923891473659,0.0024187853712633,7.83749803811061e-05,8.1186654254609,2.35794929560762,16.3808412180913,2.40546506101757
